Plant Name,Material Number,Material Description,Purchasing Group,Purchasing Grp. Name,Safety Stock,Material Group,Planned Delivery Time (Calendar Days),
IAW - WINDSOR PLANT,300000102,BAG F&N SC 40LB,1,MAGALIE SENECAL-J.,1750,RG1000,70,
IAW - WINDSOR PLANT,300000103,BAG F&N SC 20LB,1,MAGALIE SENECAL-J.,1500,RG1000,70,
IAW - WINDSOR PLANT,300000104,BAG INTEGRITY CLUMPING UN 20LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000105,BAG INTEGRITY CLUMPING UN 40LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000106,BAG INTEGRITY MULTI UN 20LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000107,BAG INTEGRITY MULTI UN 40LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000108,BAG F&N UN 20LB,1,MAGALIE SENECAL-J.,2000,RG1000,70,
IAW - WINDSOR PLANT,300000109,BAG F&N UN 40LB,1,MAGALIE SENECAL-J.,4500,RG1000,70,
IAW - WINDSOR PLANT,300000110,BAG PSP UN 20LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000111,BAG PSP LA 20LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000112,BAG PSP FS 20LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000113,BAG PSP UN 40LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000114,BAG PSP LA 40LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000115,BAG PSP FS 40LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000116,BAG F4L CLMP MC LITTER 40LB,1,MAGALIE SENECAL-J.,4500,RG1000,70,
IAW - WINDSOR PLANT,300000117,BAG F4L CLMP UN LITTER 40LB,1,MAGALIE SENECAL-J.,2700,RG1000,70,
IAW - WINDSOR PLANT,300000118,BAG F4L CLMP OB 40LB,1,MAGALIE SENECAL-J.,2900,RG1000,70,
IAW - WINDSOR PLANT,300000121,BAG SIMPLE 40LB,1,MAGALIE SENECAL-J.,6000,RG1000,70,
IAW - WINDSOR PLANT,300000122,BAG PLAIN WHITE 40LB,1,MAGALIE SENECAL-J.,1500,RG1000,70,
IAW - WINDSOR PLANT,300000123,LB CAT MAGIC LESS TRACK UN 25LB,2,ISABELLE PICARD,5000,RG1000,120,
IAW - WINDSOR PLANT,300000124,PLAIN LID,3,NANCY QUESSY,0,RG4000,0,
IAW - WINDSOR PLANT,300000125,BOXIECAT EXTRA UN 16LB Bag - Exp - 146,3,NANCY QUESSY,0,RG1000,30,
IAW - WINDSOR PLANT,300000126,LINER PKG 28LB HEB POURABLE BOX,3,NANCY QUESSY,0,RG3000,60,
IAW - WINDSOR PLANT,300000127,LINER PKG 40LB HEB POURABLE BOX,3,NANCY QUESSY,0,RG3000,60,
IAW - WINDSOR PLANT,300000128,BAG INTERSAND ODOUR BUSTER MC ENG/SPAN S,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000129,PAIL SO PHRESH ADV.OC UN 30LB GREEN,3,NANCY QUESSY,0,RG4000,60,
IAW - WINDSOR PLANT,300000130,LID-PAIL SO PHRESH ADV.OC UN 30LB GREEN,3,NANCY QUESSY,6000,RG4000,60,
IAW - WINDSOR PLANT,300000131,PAIL SO PHRESH ADV.OC SC 30LB RED,3,NANCY QUESSY,0,RG4000,60,
IAW - WINDSOR PLANT,300000132,LID-PAIL SO PHRESH DO MULTI SC 30LB RED,3,NANCY QUESSY,3000,RG4000,60,
IAW - WINDSOR PLANT,300000133,BAG SO PHRESH ADV.OC UN 40LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000134,BAG (RL) - ODOR LOCK BP 25LB V3,2,ISABELLE PICARD,0,RG1000,150,
IAW - WINDSOR PLANT,300000135,BAG (RL) - ODOR LOCK UN 13 LB V3,2,ISABELLE PICARD,0,RG1000,150,
IAW - WINDSOR PLANT,300000137,BAG (RL) - ODOR LOCK LA 13 LB V3,2,ISABELLE PICARD,0,RG1000,150,
IAW - WINDSOR PLANT,300000138,BAG (RL) - ODOR LOCK LA 25LB V3,2,ISABELLE PICARD,0,RG1000,150,
IAW - WINDSOR PLANT,300000139,BAG (RL) - ODOR LOCK CB 25LB V3,2,ISABELLE PICARD,0,RG1000,150,
IAW - WINDSOR PLANT,300000141,BAG KITTY POO UN 15LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000142,POLY BAG HOLLYWOOD UN CLEAR BAG 20 LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000143,POLY BAG HOLLYWOOD SC CLEAR BAG 20 LB,1,MAGALIE SENECAL-J.,900,RG1000,70,
IAW - WINDSOR PLANT,300000201,BAG BLAIN HB 20LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000306,NEW BAG SO PHRESH ADV.OC UN 40LB,1,MAGALIE SENECAL-J.,50000,RG1000,70,
IAW - WINDSOR PLANT,300000307,NEW PAIL SO PHRESH ADV.OC UN 30LB GREEN,3,NANCY QUESSY,6000,RG4000,60,
IAW - WINDSOR PLANT,300000308,NEW PAIL SO PHRESH ADV.OC SC 30LB RED,3,NANCY QUESSY,3000,RG4000,60,
IAW - WINDSOR PLANT,300000309,PAIL PSP UN 35LB - 14 day OC,3,NANCY QUESSY,2500,RG4000,60,
IAW - WINDSOR PLANT,300000310,PAIL PSP LA 35LB - 14 day OC,3,NANCY QUESSY,2200,RG4000,60,
IAW - WINDSOR PLANT,300000311,PAIL PSP FS 35LB - 14 day OC,3,NANCY QUESSY,2200,RG4000,60,
IAW - WINDSOR PLANT,300000312,BAG PSP UN 20LB - 14 day OC,1,MAGALIE SENECAL-J.,1500,RG1000,70,
IAW - WINDSOR PLANT,300000313,BAG PSP LA 20LB - 14 day OC,1,MAGALIE SENECAL-J.,1000,RG1000,70,
IAW - WINDSOR PLANT,300000314,BAG PSP FS 20LB - 14 day OC,1,MAGALIE SENECAL-J.,1600,RG1000,70,
IAW - WINDSOR PLANT,300000315,BAG PSP UN 40LB - 14 day OC,1,MAGALIE SENECAL-J.,3000,RG1000,70,
IAW - WINDSOR PLANT,300000316,BAG PSP LA 40LB - 14 day OC,1,MAGALIE SENECAL-J.,1500,RG1000,60,
IAW - WINDSOR PLANT,300000317,BAG PSP FS 40LB - 14 day OC,1,MAGALIE SENECAL-J.,2500,RG1000,60,
IAW - WINDSOR PLANT,300000318,KAYLOR COUNTRY BLENDS 15LB BAG,1,MAGALIE SENECAL-J.,3000,RG1000,70,
IAW - WINDSOR PLANT,300000471,BAG (RL) ODOR LOCK UN 25LB,2,ISABELLE PICARD,0,RG1000,150,
IAW - WINDSOR PLANT,300000472,BAG (RL) OL MAXCARE Un 25LB,2,ISABELLE PICARD,0,RG1000,150,
IAW - WINDSOR PLANT,300000495,BOX HEB PRO SC 42LB,3,NANCY QUESSY,2250,RG3000,2,
IAW - WINDSOR PLANT,300000497,BAG (RL) ODOR LOCK UN 25LB V3,2,ISABELLE PICARD,50000,RG1000,150,
IAW - WINDSOR PLANT,300000498,BAG BOXIECAT PRO UN 40LB - 154C,3,NANCY QUESSY,0,RG1000,70,
IAW - WINDSOR PLANT,300000499,BAG BOXIECAT PRO UN 16LB - 130C,3,NANCY QUESSY,0,RG1000,2,
IAW - WINDSOR PLANT,300000500,BAG BOXIECAT ORIGINAL SC 28LB - 103C,3,NANCY QUESSY,0,RG1000,2,
IAW - WINDSOR PLANT,300000501,BAG BOXIECAT PRO UN 28LB - 131C,3,NANCY QUESSY,0,RG1000,2,
IAW - WINDSOR PLANT,300000502,BAG BOXIECAT ORIGINAL UN 28LB - 101C,3,NANCY QUESSY,0,RG1000,2,
IAW - WINDSOR PLANT,300000503,BAG BOXIECAT EXTRA UN 28LB - 105C,3,NANCY QUESSY,0,RG1000,2,
IAW - WINDSOR PLANT,300000504,BAG KITTY POO UN 15LB,1,MAGALIE SENECAL-J.,12500,RG1000,70,
IAW - WINDSOR PLANT,300000505,BAG (RL) OL MAXCARE UN 25LB V3,2,ISABELLE PICARD,12000,RG1000,150,
IAW - WINDSOR PLANT,300000516,BAG FRISCO UN 40LB 6 MIL,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000517,BAG FRISCO FB 40LB 6 MIL,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000518,BAG FRISCO ODOR DEFENSE UN 35LB 5 MIL,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000519,BAG FRISCO TB 40LB 6 MIL,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000520,BAG FRISCO LA 40LB 6 MIL,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000521,BAG FRISCO BAKING SODA UN 40LB 6 MIL,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000522,BAG FRISCO CLUMPING CR 20LB 5 MIL,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000523,CHEWY MC UN CLUMPING  40LB BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000524,CHEWY MC FB CLUMPING  40LB BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000525,CHEWY  OD UN CLUMPING 35LB BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000526,CHEWY OD LA CLUMPING  35LB BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000527,CHEWY MC FB CLUMPING 20LB BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000528,CHEWY TB  CLUMPING  40LB BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000529,CHEWY LA CLUMPING  40LB BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000532,BOX COSTCO QUALICAT MAX UN 18.14 KG,3,NANCY QUESSY,0,RG3000,2,
IAW - WINDSOR PLANT,300000533,PET FOOD EXPRESS (PFX) 15LB UN BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000534,PET FOOD EXPRESS (PFX) 30LB UN BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000535,PET FOOD EXPRESS (PFX) 30LB LA BAG,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000536,BAG FRISCO CLUMPING FB 20LB 5MIL,1,MAGALIE SENECAL-J.,10000,RG1000,70,
IAW - WINDSOR PLANT,300000632,BOX COSTCO QUALICAT MAX UN 18.14 KG,3,NANCY QUESSY,0,RG3000,2,
IAW - WINDSOR PLANT,300000633,BAG BOXIECAT PRO Un 40LB - 154D,3,NANCY QUESSY,62000,RG1000,70,
IAW - WINDSOR PLANT,300000634,BAG BOXIECAT PRO Un 16LB - 130D,3,NANCY QUESSY,18000,RG1000,2,
IAW - WINDSOR PLANT,300000635,BAG BOXIECAT PRO UN 28LB - 131D,3,NANCY QUESSY,22000,RG1000,2,
IAW - WINDSOR PLANT,300000636,BOX OL MAXCARE Un 25LB,2,ISABELLE PICARD,12000,RG3000,150,
IAW - WINDSOR PLANT,300000637,BOX ODORLOCK Un 25LB,2,ISABELLE PICARD,50000,RG3000,150,
IAW - WINDSOR PLANT,300000638,BAG ODOUR BUSTER MC Un 12KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
IAW - WINDSOR PLANT,300000645,BAG BOXIECAT PRO BOT 16LB - BOT,3,NANCY QUESSY,20000,RG1000,2,
IAW - WINDSOR PLANT,300000646,LB ODOR LOCK Un 25LB US,2,ISABELLE PICARD,0,RG1000,150,
IAW - WINDSOR PLANT,300000656,BAG KITTY POO Sc 15LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000657,BAG SO PHRESH ADV. OC Un 40LB,1,MAGALIE SENECAL-J.,0,RG1000,70,
IAW - WINDSOR PLANT,300000663,LB ODOR LOCK LA 25LB US,2,ISABELLE PICARD,0,RG1000,150,
IAW - WINDSOR PLANT,400000000,EXTENSIBLE FILM ROBOT R-122 80G 20X5500,41,VINCENT B.GUILBERT,637.6,RP3000,30,
IAW - WINDSOR PLANT,400000001,SLIP SHEET,3,NANCY QUESSY,2589,RP3000,5,
IAW - WINDSOR PLANT,400000004,SHEETING 70''X2MIL,3,NANCY QUESSY,1135.8,RP3000,0,
IAW - WINDSOR PLANT,400000005,HT DISP PALLET 40 X 48 4 WAY,3,NANCY QUESSY,520,RP1000,15,
IAW - WINDSOR PLANT,400000006,NEW HT DISP PALLET 40 X 48 4 WAY,3,NANCY QUESSY,520,RP1000,15,
IAW - WINDSOR PLANT,400000007,PECO PALLET 40 X 48,3,NANCY QUESSY,150,RP1000,15,
IAW - WINDSOR PLANT,400000008,Intertape # 6100 48cs/pallet,41,VINCENT B.GUILBERT,2285.28,RP3000,30,
IAW - WINDSOR PLANT,400000009,Intertape # 7100 48cs/pallet,41,VINCENT B.GUILBERT,2285.28,RP3000,30,
IAW - WINDSOR PLANT,400000010,BULK BAG (EMPTY) 35 X 35 X 50,3,NANCY QUESSY,150,RG1000,30,
IAW - WINDSOR PLANT,500000022,BLÜCARE 15G FOR MAXCARE (SB 5X88),3,NANCY QUESSY,4000,RA5000,1,
IAW - WINDSOR PLANT,500000024,SC STONE HERBAL PINE (HP) 400KG TOTE,3,NANCY QUESSY,100,RA6000,0,
IAW - WINDSOR PLANT,500000025,SC STONE BABY POWDER (BP) 400KG TOTE,3,NANCY QUESSY,100,RA6000,0,
IAW - WINDSOR PLANT,500000026,SC STONE FRESH STEP (FT) 400KG TOTE,3,NANCY QUESSY,400,RA6000,0,
IAW - WINDSOR PLANT,500000027,SC STONE CHAMOMILE (CH) 400 KG TOTE,3,NANCY QUESSY,400,RA6000,0,
IAW - WINDSOR PLANT,500000028,SC STONE TC ORIGINAL 400 KG TOTE,3,NANCY QUESSY,800,RA6000,0,
IAW - WINDSOR PLANT,500000029,SC STONE LAVENDER (LA) 400KG TOTE,3,NANCY QUESSY,800,RA6000,0,
IAW - WINDSOR PLANT,500000030,SC STONE FRESH BREEZE (FB) 400KG TOTE,3,NANCY QUESSY,1200,RA6000,0,
IAW - WINDSOR PLANT,500000031,SC STONE MANGO POME GRANATE (MP),3,NANCY QUESSY,300,RA6000,0,
IAW - WINDSOR PLANT,500000032,SC STONE NORDIC FOREST (NF) 400KG TOTE,3,NANCY QUESSY,0,RA6000,0,
IAW - WINDSOR PLANT,500000033,SC STONE HONEY SUCKLE (HS) 400KG TOTE,3,NANCY QUESSY,200,RA6000,0,
IAW - WINDSOR PLANT,500000034,SC STONE OLLAV-CHAMOMILE (OC) 400KG,3,NANCY QUESSY,200,RA6000,0,
IAW - WINDSOR PLANT,500000035,SC STONE CAM. & ROSE (CR) 400KG TOTE,3,NANCY QUESSY,150,RA6000,0,
IAW - WINDSOR PLANT,500000140,SC STONE FRESH CUT GRASS (FG) 400KG,3,NANCY QUESSY,0,RA6000,0,
ICB - BOUCHERVILLE PLANT,100000013,CALCIUM CARBONATE 16X60 MODIFIED,2,ISABELLE PICARD,0,RS3000,7,
ICB - BOUCHERVILLE PLANT,100000014,MONTMORILLONITE GRANULAR,2,ISABELLE PICARD,0,RS2000,1,
ICB - BOUCHERVILLE PLANT,200000021,HYDROQUINONE,3,NANCY QUESSY,0,RA1000,30,
ICB - BOUCHERVILLE PLANT,200000022,AF-50 ULTRATEFLON (DUST SUPPRESSANT),3,NANCY QUESSY,0,RA3000,1,
ICB - BOUCHERVILLE PLANT,200000024,SODIUM BICARBONATE (USP GRADE),3,NANCY QUESSY,0,RA2000,30,
ICB - BOUCHERVILLE PLANT,200000050,FRAGRANCE CHAMOMILE - U-14102,1,MAGALIE SENECAL-J.,0,RA6000,0,
ICB - BOUCHERVILLE PLANT,300000000,BAG ODOUR BUSTER MULTICAT UN 12KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000005,BAG IT'S JUST CAT LITTER 18KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICB - BOUCHERVILLE PLANT,300000014,BAG CLASSIC BP 7KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000015,BAG CLASSIC UN 7KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000021,BAG ANISERCO TOM&CO GOOD BP 12KG EUR,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000071,LINER 14.5 X 11 0.00125 HD,2,ISABELLE PICARD,0,RG3000,2,
ICB - BOUCHERVILLE PLANT,300000301,BAG FRESSNAPF PE XL BP 12KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000302,BAG FRESSNAPF PURE Un 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICB - BOUCHERVILLE PLANT,300000303,BAG FRESSNAPF PE Le 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICB - BOUCHERVILLE PLANT,300000304,BAG FRESSNAPF SENS Un 12KG,1,MAGALIE SENECAL-J.,0,RG1000,1,
ICB - BOUCHERVILLE PLANT,300000305,BAG FRESSNAPF PE BP 12KG,1,MAGALIE SENECAL-J.,0,RG1000,1,
ICB - BOUCHERVILLE PLANT,300000319,BOX QUALICAT PI 22.7KG,1,MAGALIE SENECAL-J.,0,RG3000,2,
ICB - BOUCHERVILLE PLANT,300000320,LINER 1.5MIL 12 X 10 X 33,1,MAGALIE SENECAL-J.,0,RG3000,2,
ICB - BOUCHERVILLE PLANT,300000321,BAG CAT EX UN 18KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000322,BAG CLASSIC BP 14KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000323,BAG CLASSIC UN 14KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000324,BAG CLASSIC LA 14KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000325,BAG CLASSIC PF 14KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000328,BAG ODOUR LOCK BP 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000329,RECYC LAMINATED BAG ODOUR LOCK BP 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000330,LAMINATED BAG ODOUR LOCK BP 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000331,RECYC LAMINATED BAG ODOUR LOCK BP 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000332,BAG ODOUR LOCK BP 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000333,RECYC LAMINATED BAG ODOUR LOCK UN 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000334,LAMINATED BAG ODOUR LOCK UN 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000335,RECYC LAMINATED BAG ODOUR LOCK UN 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000336,POUCH ODOUR LOCK UN 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000337,RECYC LAMINATED BAG ODOUR LOCK CHLA 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000338,LAMINATED BAG ODOUR LOCK CHLA 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000339,RECY LAMINATED BAG ODOUR LOCK CHLA 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000340,POUCH ODOUR LOCK CHLA 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000341,RECYC LAMINATED BAG ODOUR LOCK CB 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000342,LAMINATED BAG ODOUR LOCK CB 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000343,RECYC LAMINATED BAG ODOUR LOCK CB 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000344,LAMINATED BAG MAXCARE UN 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000345,RECYC LAMINATED BAG MAXCARE UN 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000346,BAG SIMPLE UN 14KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000347,BAG SIMPLE UN 10KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000348,BAG SIMPLE UN 10KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000349,BAG ECOLIFE FB 5.5KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000350,BAG OB ORIGINAL UN 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000354,BAG ODOUR BUSTER MC UN 12KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000355,BAG ODOUR BUSTER ORIGINAL UN 14KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000376,BAG NOMADE BP 10KG,1,MAGALIE SENECAL-J.,0,RG1000,1,
ICB - BOUCHERVILLE PLANT,300000384,BAG  O'SELECT MA 14KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICB - BOUCHERVILLE PLANT,300000385,BAG O'SELECT MA 14KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000386,BAG O'SELECT UN 10KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000387,BAG O'SELECT UN 10KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICB - BOUCHERVILLE PLANT,300000388,BOX O'SELECT UN 18KG,1,MAGALIE SENECAL-J.,0,RG3000,2,
ICB - BOUCHERVILLE PLANT,300000389,BOX O'SELECT UN 18KG,1,MAGALIE SENECAL-J.,0,RG3000,2,
ICB - BOUCHERVILLE PLANT,300000390,BAG PLB PRONATURE BP 12KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
