Plant Name,Material Number,Material Description,Purchasing Group,Purchasing Grp. Name,Safety Stock,Material Group,Planned Delivery Time (Calendar Days),
ICN - NEWTON PLANT,300000371,LAMINATED BAG O'SELECT UP FB 12KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000384,BAG  O'SELECT MA 14KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000385,BAG O'SELECT MA 14KG,1,MAGALIE SENECAL-J.,6900,RG1000,90,
ICN - NEWTON PLANT,300000386,BAG O'SELECT UN 10KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000387,BAG O'SELECT UN 10KG,1,MAGALIE SENECAL-J.,8800,RG1000,90,
ICN - NEWTON PLANT,300000388,BOX O'SELECT UN 18KG,1,MAGALIE SENECAL-J.,0,RG3000,60,
ICN - NEWTON PLANT,300000389,BOX O'SELECT UN 18KG,1,MAGALIE SENECAL-J.,0,RG3000,60,
ICN - NEWTON PLANT,300000390,BAG PLB PRONATURE BP 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000391,BAG PLB PRONATURE UN 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000392,BAG FRISCO ECO FB 20LB,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000393,BOX HUSSE UN 15KG,1,MAGALIE SENECAL-J.,0,RG3000,60,
ICN - NEWTON PLANT,300000394,BAG BUSINESSCOM HARMONY BP 10KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000395,BAG BUSINESSCOM HARMONY LE 10KG,1,MAGALIE SENECAL-J.,1000,RG1000,90,
ICN - NEWTON PLANT,300000403,RECY LAMINATED BAG FELIPURE UN CAR 6KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000405,RECY LAMINATED BAG FELIPURE UN CAR 12KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000423,BAG PETEX UN 18KG,1,MAGALIE SENECAL-J.,750,RG1000,90,
ICN - NEWTON PLANT,300000424,BAG PETEX PREMIUM UN 18KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000425,BAG AGRIFARMA NEXT CAT LE 10KG,1,MAGALIE SENECAL-J.,3000,RG1000,90,
ICN - NEWTON PLANT,300000426,BAG AGRIFARMA NEXT CAT UN 10KG,1,MAGALIE SENECAL-J.,12000,RG1000,90,
ICN - NEWTON PLANT,300000427,BAG AGRIFARMA NEXT CAT LA 10KG,1,MAGALIE SENECAL-J.,12000,RG1000,90,
ICN - NEWTON PLANT,300000428,BAG AGRIFARMA NEXT CAT BP 10KG,1,MAGALIE SENECAL-J.,12000,RG1000,90,
ICN - NEWTON PLANT,300000429,BAG ANISERCO TOM&CO BP 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000430,BAG ANISERCO TOM&CO GOOD BP 12KG EUR,1,MAGALIE SENECAL-J.,22000,RG1000,90,
ICN - NEWTON PLANT,300000431,BAG L4F LA 10KG,1,MAGALIE SENECAL-J.,7500,RG1000,90,
ICN - NEWTON PLANT,300000432,BAG L4F UN 10KG,1,MAGALIE SENECAL-J.,2500,RG1000,90,
ICN - NEWTON PLANT,300000433,BAG L4F OB 10KG,1,MAGALIE SENECAL-J.,1500,RG1000,90,
ICN - NEWTON PLANT,300000434,BAG L4F MULTICHAT UN 10KG,1,MAGALIE SENECAL-J.,5500,RG1000,90,
ICN - NEWTON PLANT,300000435,BAG L4F UN 14KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000436,BAG L4F LA 7KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000437,BAG L4F OB 14KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000438,BAG CROCI SUPREME UN 10KG,1,MAGALIE SENECAL-J.,1100,RG1000,90,
ICN - NEWTON PLANT,300000439,BAG CROCI SUPREME EU 10KG,1,MAGALIE SENECAL-J.,550,RG1000,90,
ICN - NEWTON PLANT,300000440,BAG PET LOVERS TRUSTIE UN 8.1KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000441,BAG PET LOVERS TRUS PRE UN 12KG,1,MAGALIE SENECAL-J.,650,RG1000,90,
ICN - NEWTON PLANT,300000444,LAMINATED BAG MUSTI CC SENS. Un 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000445,BAG (RL) MUSTI CC SENS. Un 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000448,LAMINATED BAG MUSTI CC SC LA 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000449,BAG (RL) MUSTI CC SC LA 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000452,LAMINATED BAG MUSTI CC OC LE 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000453,BAG (RL) MUSTI CC OC LE 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000454,LAMINATED BAG MUSTI CC AC Un UN 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000455,BAG (RL) MUSTI CC AC Un 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000456,LAMINATED BAG MUSTI CC AC NP 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000457,BAG (RL) MUSTI CC AC NP 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000458,LAMINATED BAG MUSTI CC LT Un 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000459,BAG (RL) MUSTI CC LT Un 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000460,BAG MATINA TIGERINO PI 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000461,BAG MATINA TIGERINO OB 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000462,BAG MATINA TIGERINO MAX OC 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000463,BAG L4F UN 7KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000464,RECYCL. LAMINATED BAG FELIPURE CHBL 6KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000465,RECYCL. LAMINATED BAG FELIPURE CHBL 12KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000466,RECYCL. LAMINATED BAG FELIPURE FRCG 6KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000467,RECYCL. LAMINATED BAG FELIPURE FRCG 12KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000468,RECYCL. LAMINATED BAG FELIPURE UN 6KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000469,RECYCL. LAMINATED BAG FELIPURE UN 12KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000470,BAG CAT EX UN 10KG,1,MAGALIE SENECAL-J.,2750,RG1000,90,
ICN - NEWTON PLANT,300000480,BAG CLAIR 14-15-16 KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICN - NEWTON PLANT,300000490,BAG INTERSAND CAT EX PB 10 KG,1,MAGALIE SENECAL-J.,5500,RG1000,90,
ICN - NEWTON PLANT,300000491,BAG PETEX BABY POWDER 16KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000493,BAG INTERSAND PROA MAIS 9.1KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000494,BAG FRESSNAPF CHBL 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000496,BAG (SUPL) O'SELECT UP Un 7KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000506,BAG BUSINESSCOM HARMONY BP 10KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000507,BAG (RL) - ODOUR LOCK BP 12KG V3,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000508,BAG (RL) - ODOUR LOCK UN 12KG V3,2,ISABELLE PICARD,250000,RG1000,150,
ICN - NEWTON PLANT,300000509,BAG (RL) - ODOUR LOCK CHLA 12KG V3,2,ISABELLE PICARD,60000,RG1000,150,
ICN - NEWTON PLANT,300000510,BAG (RL) - ODOUR LOCK CB 12KG V3,2,ISABELLE PICARD,80000,RG1000,150,
ICN - NEWTON PLANT,300000511,BAG (RL) - ODOUR LOCK BP 6KG V3,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000512,BAG (RL) - ODOUR LOCK UN 6KG V3,2,ISABELLE PICARD,40000,RG1000,150,
ICN - NEWTON PLANT,300000513,BAG (RL) - ODOUR LOCK CHLA 6KG V3,2,ISABELLE PICARD,9000,RG1000,150,
ICN - NEWTON PLANT,300000514,BAG (RL) - ODOUR LOCK CB 6KG V3,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000515,BAG (RL) OL MAXCARE UN 12KG V3,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000530,BAG ANISERCO TOM&CO GOOD UN 12KG EUR,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000531,BAG ANISERCO TOM&CO GOOD BP 7KG EUR,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000538,LAMINATED BAG MUSTI CC LT 10KG,2,ISABELLE PICARD,12000,RG1000,150,
ICN - NEWTON PLANT,300000539,LAMINATED BAG MUSTI CC AC NP 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000540,BOX QUALICAT EXTRA PI 22.7KG,1,MAGALIE SENECAL-J.,68400,RG3000,70,
ICN - NEWTON PLANT,300000545,LAMINATED BAG MUSTI CC SENS. Un 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000550,BAG CLASSIC CARBON 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000630,BAG ANISERCO TOM&CO GOOD BP XL 12KG EUR,1,MAGALIE SENECAL-J.,22000,RG1000,90,
ICN - NEWTON PLANT,300000638,BAG ODOUR BUSTER MC Un 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000639,BOX ODOUR BUSTER MC Un 11KG,2,ISABELLE PICARD,68400,RG3000,70,
ICN - NEWTON PLANT,300000640,BOX ODOUR BUSTER MC Sc 11KG,2,ISABELLE PICARD,68400,RG3000,70,
ICN - NEWTON PLANT,300000647,BAG HUSSE Un 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000648,LB ODOUR LOCK BP 12kg,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000649,LB ODOUR LOCK UN 12kg,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000650,LB ODOUR LOCK CHLA 12kg,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000651,LB ODOUR LOCK CB 12kg,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000652,LAMINATED BAG MUSTI CC SENS Un 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000653,LAMINATED BAG MUSTI CC AC Un 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000654,LAMINATED BAG MUSTI CC AC NP 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000655,LAMINATED BAG MUSTI CC LT Un 10KG,2,ISABELLE PICARD,0,RG1000,150,
ICN - NEWTON PLANT,300000658,LABEL BOX QUALICAT 22.7KG FRANCE,1,MAGALIE SENECAL-J.,0,RG9000,70,
ICN - NEWTON PLANT,300000659,BAG CROCI SUPREME Un 10KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,300000660,BAG CROCI SUPREME Eu 10KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICN - NEWTON PLANT,400000000,EXTENSIBLE FILM ROBOT R-122 80G 20X5500,41,VINCENT B.GUILBERT,637.6,RP3000,30,
ICN - NEWTON PLANT,400000001,SLIP SHEET,1,MAGALIE SENECAL-J.,14000,RP3000,90,
ICN - NEWTON PLANT,400000002,710229 - TRAY PALETTE EURO,1,MAGALIE SENECAL-J.,0,RP3000,90,
ICN - NEWTON PLANT,400000003,TRAY PALETTE CAD,1,MAGALIE SENECAL-J.,0,RP3000,90,
ICN - NEWTON PLANT,400000004,SHEETING 70''X2MIL,1,MAGALIE SENECAL-J.,2839.5,RP3000,30,
ICN - NEWTON PLANT,400000005,HT DISP PALLET 40 X 48 4 WAY,1,MAGALIE SENECAL-J.,0,RP1000,5,
ICN - NEWTON PLANT,400000007,PECO PALLET 40 X 48,1,MAGALIE SENECAL-J.,0,RP1000,5,
ICN - NEWTON PLANT,400000008,Intertape # 6100 48cs/pallet,41,VINCENT B.GUILBERT,0,RP3000,60,
ICN - NEWTON PLANT,400000009,Intertape # 7100 48cs/pallet,41,VINCENT B.GUILBERT,0,RP3000,60,
ICN - NEWTON PLANT,400000011,FILM ROBOT EXTENSIBLE 115G,41,VINCENT B.GUILBERT,0,RP3000,30,
ICN - NEWTON PLANT,400000012,FILM ROBOT EXTENSIBLE 20 x 55G x6000,1,MAGALIE SENECAL-J.,0,RP3000,30,
ICN - NEWTON PLANT,400000013,EURO SLIP SHEET - 32X48,1,MAGALIE SENECAL-J.,6000,RP3000,30,
ICN - NEWTON PLANT,400000014,"TOP SHEET 60""X72"" CLAIR 1MIL  ROULEAUX",41,VINCENT B.GUILBERT,2500,RP3000,30,
ICN - NEWTON PLANT,400000015,EURO PALLET HT,1,MAGALIE SENECAL-J.,0,RP1000,7,
ICN - NEWTON PLANT,400000016,CHEP PALLET (40 X 48),1,MAGALIE SENECAL-J.,0,RP1000,5,
ICN - NEWTON PLANT,400000017,DISPOSABLE PALLET (40X48),1,MAGALIE SENECAL-J.,0,RP1000,5,
ICN - NEWTON PLANT,400000018,710230 - PAD 3 COTE PALETTE EURO,2,ISABELLE PICARD,0,RP3000,90,
ICN - NEWTON PLANT,400000019,PAD 3 COTE PALETTE CAD,2,ISABELLE PICARD,0,RP3000,90,
ICN - NEWTON PLANT,400000022,SLIP SHEET 48 X 32,1,MAGALIE SENECAL-J.,0,RP3000,0,
ICN - NEWTON PLANT,400000023,SLIP SHEET 48 X 40,1,MAGALIE SENECAL-J.,0,RP3000,0,
ICN - NEWTON PLANT,400000024,"TOP SHEET 13,5 X 1450 CS/4",1,MAGALIE SENECAL-J.,0,RP3000,0,
ICN - NEWTON PLANT,400000026,INFLATABLE SHIPPING BAGS 96'',1,MAGALIE SENECAL-J.,0,RP3000,30,
ICN - NEWTON PLANT,400000027,INFLATABLE SHIPPING BAGS 120'',1,MAGALIE SENECAL-J.,0,RP3000,30,
ICN - NEWTON PLANT,400000028,CHEP INTERNATIONAL PALLET (40 X 48),1,MAGALIE SENECAL-J.,0,RP1000,5,
ICP - ST-ALEXIS WAREHOUSE,100000020,CORN 10/20,1,MAGALIE SENECAL-J.,0,RS6000,30,
ICP - ST-ALEXIS WAREHOUSE,300000328,BAG ODOUR LOCK BP 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICP - ST-ALEXIS WAREHOUSE,300000329,RECYC LAMINATED BAG ODOUR LOCK BP 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICP - ST-ALEXIS WAREHOUSE,300000333,RECYC LAMINATED BAG ODOUR LOCK UN 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICP - ST-ALEXIS WAREHOUSE,300000337,RECYC LAMINATED BAG ODOUR LOCK CHLA 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICP - ST-ALEXIS WAREHOUSE,300000341,RECYC LAMINATED BAG ODOUR LOCK CB 6KG,2,ISABELLE PICARD,0,RG1000,2,
ICP - ST-ALEXIS WAREHOUSE,300000344,LAMINATED BAG MAXCARE UN 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICP - ST-ALEXIS WAREHOUSE,300000345,RECYC LAMINATED BAG MAXCARE UN 12KG,2,ISABELLE PICARD,0,RG1000,2,
ICP - ST-ALEXIS WAREHOUSE,300000349,BAG ECOLIFE FB 5.5KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000350,BAG OB ORIGINAL UN 6KG,1,MAGALIE SENECAL-J.,8500,RG1000,5,
ICP - ST-ALEXIS WAREHOUSE,300000351,BAG OB ORIGINAL UN 6.4KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000352,BAG OB MC UN 12KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000355,BAG ODOUR BUSTER ORIGINAL UN 14KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000356,BAG SAHARA UN 7KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000357,BAG SAHARA BP 7KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000358,BAG SAHARA LA 7KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000361,LAMINATED BAG SAHARA SUPREME UN 12KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000362,BAG CANADA'S BEST LA 10KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000363,BAG CANADA'S BEST FB 10KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000364,BAG CANADA'S BEST UN 15KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000365,BAG CANADA'S BEST BP 15KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000366,BAG O'SELECT NATURE UN 6.35KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000367,BAG O'SELECT UP UN 7KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000369,LAMINATED BAG O'SELECT UP UN 12KG,1,MAGALIE SENECAL-J.,0,RG1000,5,
ICP - ST-ALEXIS WAREHOUSE,300000371,LAMINATED BAG O'SELECT UP FB 12KG,1,MAGALIE SENECAL-J.,8000,RG1000,5,
ICP - ST-ALEXIS WAREHOUSE,300000372,BAG O'SELECT NATURE UN 12.7KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000373,BAG LEONPET ROYAL SUP UN 7KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000374,BAG LEONPET SAND UN 10KG,1,MAGALIE SENECAL-J.,750,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000375,BAG LEONPET SAND BP 10KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000376,BAG NOMADE BP 10KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000377,BAG SUPREME CATS LA 10KG,1,MAGALIE SENECAL-J.,1500,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000378,BAG CHICO CHICO UN 14KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000379,BAG CHICO ODOUR OUT PPB UN 14KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000380,BAG ENVIRO-MAGIC NAT UN 15KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000381,BAG CANADIAN FINE UN 15KG,1,MAGALIE SENECAL-J.,0,RG1000,90,
ICP - ST-ALEXIS WAREHOUSE,300000382,BAG ENVIRO-MAGIC BP 15KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000396,BAG FELIPURE FRCG 6KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000397,BAG FELIPURE FRCG 12KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000398,BAG FELIPURE MC FRCG 6KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000399,BAG FELIPURE MC FRCG 12KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000400,BAG FELIPURE MC UN 6KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000401,BAG FELIPURE MC UN 12KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000402,BAG FELIPURE UN 6KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000403,RECY LAMINATED BAG FELIPURE UN CAR 6KG,1,MAGALIE SENECAL-J.,0,RG1000,5,
ICP - ST-ALEXIS WAREHOUSE,300000404,BAG FELIPURE UN 12KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000405,RECY LAMINATED BAG FELIPURE UN CAR 12KG,1,MAGALIE SENECAL-J.,0,RG1000,5,
ICP - ST-ALEXIS WAREHOUSE,300000406,BAG FELIPURE CHBL 6KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000407,BAG FELIPURE CHBL 12KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000410,BAG PETZEBA KYLI BP 14KG,1,MAGALIE SENECAL-J.,0,RG1000,70,
ICP - ST-ALEXIS WAREHOUSE,300000440,BAG PET LOVERS TRUSTIE UN 8.1KG,1,MAGALIE SENECAL-J.,0,RG1000,2,
ICP - ST-ALEXIS WAREHOUSE,300000464,RECYCL. LAMINATED BAG FELIPURE CHBL 6KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000465,RECYCL. LAMINATED BAG FELIPURE CHBL 12KG,1,MAGALIE SENECAL-J.,2800,RG1000,5,
ICP - ST-ALEXIS WAREHOUSE,300000466,RECYCL. LAMINATED BAG FELIPURE FRCG 6KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
ICP - ST-ALEXIS WAREHOUSE,300000467,RECYCL. LAMINATED BAG FELIPURE FRCG 12KG,1,MAGALIE SENECAL-J.,0,RG1000,0,
